"sku","parent.sku","name","number_of_items_amazon","character","character_amazon","theme_amazon","theme_walmart","recommendeduse_walmart","type_of_tool","model_name_amazon","handle_material_amazon","pattern_name_amazon","item_shape_amazon","shape_walmart","style","style_amazon","age_range_description_amazon","voltage_amazon","power_source_type_amazon","occasion_type_amazon","occasion_walmart","fabriccareinstruction_walmart","capacity_amazon","blade_material_type_amazon"
"SON-8INPREMIUMSHEARS-BLACK-IR-TT","","Beille Stainless Steel Kitchen Scissors Food Prep 8.5 Inch Cutlery Shears Black","","","","","","cooking","","","","","","","","","Adult","","","","","","",""
"SON-8MMSLAM100PK-BUNDLE","","ASR Outdoor 8mm Sling Shot Ball Bearings Steel 100 Piece Set","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-8-PIN-PUNCH-ST1032B","","Universal Tool Quality 8Pc Brass Pin Punch Set Hobby Craft Woodworking","","","","","","hobby, craft, woodworking, DIY, Crafting","","","","","","","","","Adult","","","","","","",""
"SON-8-PIN-PUNCH-ST1032B-BUN-TT","","ToolTreaux Brass Pin Punch Set for Crafting Woodworking Assorted Sizes - 8pc","","","","","","jewelry making","","","","","","","","","adult","","","","","","",""
"SON-ACIDBRUSHSET-12PC","","Universal Tool Acid Brush Set 6 Inch Metal Handle Apply Glues Hard Bristle 12pc","","","","","","","","","","","flat","","","","Adult","","","","","","",""
"SON-DGKSSB6I-6E-GRY","","6"" 2 Sided Knife Blade Sharpener Sharpening Stone (Grit: 120 / 240)","","","","","","sharpening, knifes, blades, outdoors","","","","","","","","","Adult","","","","","","",""
"SON-ANGULAR-SCISSORS","","Embroidery Shears Sewing Tailors Sharp Scissors Craft and Hobby Kelly Angular","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-FFKWSAFH6I-2PC-6","","ASR Outdoor Fishing Fillet Knife Hard Sheath and Floating Handle, 6 inch Blade","","","","","","fishing, fillet, preparing fish, scaling fish","","","","","","","Saltwater or Freshwater","","Adult","","","","","","",""
"SON-ADJUSTEARMUFF-GRN-OD-EM2021","","ASR Outdoor Adjustable Ear Protection Ear Muffs for Gun Shooting Firing Range","","","","","","hunting,shooting,target practice,outdoors,rifle","","","","","","","","","Adult","","","","","","",""
"SON-AO155IMWSAH-155-BLCK-2","","ASR Outdoor Stainless Steel Machete 15.5 Inch Serrated Blade Paracord Handle","","","","","","camping, hiking, backpacking, outdoors, survival","","","","","","","","","Adult","","","","","","",""
"SON-AO15IPHCT-15-CHRM","","ASR Outdoor 15 Inch Metalworking Ceramic Crucible Tongs Melt Precious Metals","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-AO6MMSSBBSS-6MM-CHRM","","ASR Outdoor 6mm Sling Shot Ball Bearings Steel 50 Piece Set","","","","","","","","","","","","","Slingshot balls","","Adult","","","","","","",""
"SON-AOHVLPHTTHBMRP-MED-PNK","","ASR Outdoor Line Posting Hunting Boundary Hiking Trail Tape Marker Ribbon - Pink","","","","","","marking trees, making a path, hiking, camping, parties","","","","","","","","","Adult","","","","","","",""
"SON-AOSBFS-10-BLCK","","ASR Outdoor Single Band Folding Slingshot Molded Grip Leather Pouch","","","","","","","","","","","","","Slingshots","","Adult","","","","","","",""
"SON-ASRO-BKTSLCGPKIT-20PC-PARENT","","ASR Outdoor 20pc Complete Gold Panning Kit with 50 Inch Folding Sluice Box and Bucket","","","","","","Gold Panning, Mining, Prospecting","","","","","","Rectangle","","","adult","","manual","","","","",""
"SON-ASRO-BUCKETCLASSIFER-7PC-BUN","SON-ASRO-BUCKETCLASSIFER-7PC-BUN-PARENT","ASR Outdoor 1/4"" Classifier Screen Set with 10L Collapsible Bucket Gold Panning Kit","","","","","","","","","","","","Bucket","","","adult","Enter numeric value.","","","","","",""
"SON-ASRO-COLLAPSEBUCKETSTAND-10L","","ASR Outdoor 10L Collapsible Bucket and Stand Gold Prospecting Equipment, 6pc","","","","","","","","","","","","Bucket","","","adult","Enter numeric value.","","","","","",""
"SON-BEACHDIGGER-22PC-BUN","","ASR Outdoor Serrated Digger Beach Combing Metal Detector Accessories Backpack Kit, 22 Piece","","","","","gold panning, Gardening, Outdoor, Metal Detector","gold panning, Gardening, Outdoor, Metal Detector","","","","","","","","","Adult","","","","","","",""
"SON-BEADCRIMPPLIER-BLUE","","Universal Hobby Mini Bead Crimping Pliers Carbon Steel Jewelry Making Tool","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-BLE-SILICONEZIPTIES-24PK","","Beille 24pk Silicone Zip Ties for Pantry Kitchen Organization Cooking Baking Supplies, Multicolor","","","","","","cable organization","","","","","","","","","Adult","","","","","","",""
"SON-BLUNTSCISSR-55-IR-TT","","ToolTreaux Stainless Steel Scissors 5.5 Inch Straight Blade Blunt Point Edge","","","","","","arts and crafts, sewing","","","","","","","","","Adult","","","","","","",""
"SON-CABLE-TIES-CT4B","","Universal Home 100 Count 4"" Cable Wire Hose Zip Ties","","","","","","Luggage Lock, Key Ring, Save Space, Bag Handle, Seal Bags","","","","","","","","","Adult","","","","","","",""
"SON-CARABINERKEYCHAIN-PARENT","","Aluminum Colored Carabiner Key Chain Spring Clip Small Size Assorted Colors","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-CENTERPUNCH-BRS","","Utopia's Automatic Center Punch Gold","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-CERKCFFAKOG-12PC-SML-CLR","","12pc Compact Eye Glasses Repair Kit Case For Fixing Most Glasses","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-CHASHING-HAMMER-8331JH","","Universal Tool Chasing and Goldsmith Hammer 1 and 5/8 inch Diameter DIY Crafting","","","","","","jewelry, crafting, DIY, metalwork, artisans","","","","","","","","","Adult","","","","","","",""
"SON-CKK12ITSHSR-12E-SLVR-IR-TT","","Beille 12 Inch Steel Sharpening Rod for Knives Knife Sharpeners Kitchen Gadgets","","","","","","kitchen accessories","","","","","","","","","Adult","","manual","","","","",""
"SON-COLAPS-WATERCARRY-5GAL-RL","","ASR Outdoor Portable Collapsible Reusable Camping Travel Water Dispenser Water Storage, 5 Gallon","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-SSSWCTS-4PC-SML-CHRM","","4pc Spatula Wax Carver Ceramic Pottery Double Ended Tool Set","","","","","","crafting, carving, hobbies, art projects, pottery","","","","","","","","","Adult","","","","","","",""
"SON-SILICONEZIPTIES-MULTI24PK-CT23S","","Beille 24pk Silicone Zip Ties for Pantry Kitchen Organization Cooking Baking Supplies, Multicolor","","","","","","cable organization, office, kitchen, cooking, food","","","","","","","","","Adult","","","","","","",""
"SON-COLLAPSWATER-CARRIER-PARENT","","ASR Outdoor Collapsible Water Carrier Camping Emergency Bag 5 Gal/3.75 Gallon","","","","","","camping, hiking","","","","","","","","","Adult","","","","","","",""
"SON-COLLETSET-4PC","","Universal Tool Brass Collet Set for Rotary Tools Assorted Sizes 4 Piece Set","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-COMPANIONWHISTLES-ORG","","ASR Outdoor Hiking Companion Whistles Emergency Survival Tools 105 dB Rating","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-COUNTERFEITPEN-BLK","","ASR Federal Counterfeit Bill Detector Pen US and International Currency Marker","","","","","","money handling, banknote verifiers, counterfeit detectors, counterfeit marking, law enforcement","","","","","","","","","Adult","","","","","","",""
"SON-DKBSBS-3PC-SML-ASSRTD","","3 Piece Universal Diamond Knife and Blade Sharpening Block Set","","","","","","construction, home improvement, hobby, tools","","","","","","","","","Adult","","","","","","",""
"SON-DOUBLEENDEDSTEELSPATULA","","Universal Tool Double Ended Stainless Steel Spatula","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-DRYSACK-PARENT","","ASR Outdoor 3L 15L 20L Waterproof Dry Sack Gusseted Bottom Ripstop Nylon Bags","","","","","","camping, hiking, kayaking, canoeing","","","","","","Rectangle","Drysack Bag","","adult","","","","","","",""
"SON-DTCBAU-12PC-SML-WHT-2","","(12 Pack) Disposable Towels Compact Compressed Biodegradable and Unscented","","","","","","beauty, face wash, hygiene, messes, outdoors","","","","","","","","","Adult","","","","","","",""
"SON-EIGHT-PC-STENCIL","","8 Pc Template Stencil Set Drawing Kit in Assorted Shapes","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-FOLDINGLOUPE-10X","","Universal Tool 10X 16mm Doublet Jewelers Loupe Chrome Body Folding Magnifier","","","","","","jewelry making, hobby crafts, arts and crafts, magnifying, precision tools","","","","","","","","","Adult","","","","","","",""
"SON-GKIT2020-7PC-PARENT-IH","","ASR Outdoor Classic Field Gold Panning Kit with Dual Riffle Pans 7pc (2 Colors)","","","","","gold panning, Gardening, Outdoor, Metal Detector","gold panning, Gardening, Outdoor, Metal Detector","","","","","","","","","Adult","","","","","","",""
"SON-GLUEBOTTLE-20ML","","0.7fl oz Glue Bottle Snifter Needle Tip Dispenser","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-GOLDRUSHBEGINNERS-5PC-PARENT","","ASR Outdoor Gold Pan Gold Prospecting Beginners Kit, Collection Tools, 5 Piece","","","","","","gold panning","","","","","","","","gold pan kit","Adult","","","","","","",""
"SON-GOLDRUSHKIT-7PC-BUNDLE","","ASR Outdoor Gold Rush Gold Prospecting Kit Classifiers Vials Sifting Pans - 7pc","","","","","gold panning, Gardening, Outdoor, Metal Detector","gold panning, Gardening, Outdoor, Metal Detector","","","","","","","","Gold Prospecting Kit","Adult","","","","","","",""
"SON-GR4XTVCSACK-5PC-SML-BLCK-1","","ASR Outdoor 5pc Gold Rush Gold Panning Tweezer and Vial Combo Set","","","","","gold panning, Gardening, Outdoor, Metal Detector","gold panning, Gardening, Outdoor, Metal Detector","","","","","","","","","Adult","","","","","","",""
"SON-GRAPHITECRUCIBLES-PARENT","","Universal Tool Graphite Crucible for Melting Gold and Silver (2 Sizes)","","","","","","","","","","","jewelry-making-supplies","","","","Adult","","","","","","",""
"SON-GRAYDUCTTAPE-30FT","","Universal Tool 30ft Roll Gray Duct Tape 2 Inch Wide Adhesive Gear","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-GRNSIFTINGPAN-6IN-VAR","SON-GRC-PAN-PARENT-2","ASR Outdoor 6 Inch Mini Gold Prospecting Sifting Pan 4 Holes Per Square Inch","","","","","gold panning, Gardening, Outdoor, Metal Detector","gold panning, Gardening, Outdoor, Metal Detector","","","","","","","4","","Adult","","","","","","",""
"SON-HACBPCMTS-8PC-TT","","ToolTreaux Basic Pottery Tools Modeling Clay Arts and Crafts Supplies Set - 8pc","","","","","","pottery","","","","","","","","","Adult","","","","","","",""
"SON-HALSAST40I34WB-2PC-40-BLCK","","Hook and Loop Self Adhesive Sewing Tape 40 Inch 3/4 Wide for Arts Crafts - Black","","","","","","arts, crafts, sewing, fabric, adhesive","","","","","","","","","Adult","","","","","","",""
"SON-HAPDSHPTS-4PC-SML-YLW-BUN-TT","","ToolTreaux Mini Hook and Pick Set Precision Cleaning and Hobby Tools - 4 Pieces","","","","","","cleaning, automotive","","","","","","","","","adult","","","","","","",""
"SON-POCKETSCALE-WC2610-5","","ASR Outdoor Gold Panning Portable Electronic Pocket 5-Unit Measurement Scale","","","","","","weighing minerals, gold panning, gold rush, gold prospecting, kitchen supplies","","","","","","","","","Adult","","","","","","",""
"SON-HHMHDSS4XM-5X3X25","","Helping Hand Magnifier Heavy Duty Soldering Station - 4x Magnification","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-HLLW-LEATHPUNCH-6PC-TT","","ToolTreaux Carbon Steel Punch Set Leather Working Tools, 6pc","","","","","","cutting, art, crafts","","","","","","","","","Adult","","","","","","",""
"SON-HOOKSNPICKS-6PC","","ToolTreaux Hook and Pick Precision Automotive Tool Set Puller Removers 6 Pieces","","","","","","","","","","","","","","","adult","","","","","","",""
"SON-HOOKSNPICKS-6PC-BUN","","ASR Outdoor Hook and Pick Precision Gold Prospecting Crevice Tool Set 6 Pieces","","","","","","","","","","","","","","","adult","Enter numeric value.","","","","","",""
"SON-HSSADF40IW-STD-WHT-IR-TT","","White Hook and Loop 3/4 wide Fabric Tape Roll  Self Adhesive 40 inch Fastener","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-HSSSBA2M-5PC","","TooLTreaux 5pc High Speed Steel Saw Blades 1/4 Inch Arbor Size .8mm Assorted","","","","","","Metalworking","","","","","","","","","Adult","","","","","","",""
"SON-HTSSS-5PC-SML-GRY","","Universal 5pc Hobby Tweezer Set Stainless Steel","","","","","","","","","","","","","","","","","","","","","",""
"SON-HTSSS-5PC-SML-GRY-2","","5pc Universal Tweezer Set Stainless Steel, 5""","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-HVUMOSV-ONE-LMGRN","","Universal Safety Vest High Visibility Lime Green Mesh Unisex One Size Fits All","","","","","","outdoors, roadside emergency, safety, construction sites, crossing guards","","","","","","","Bibs & coveralls","","Adult","","","","","","",""
"SON-HVUMOSV-ONE-ORNG","","Universal Safety Vest High Visibility Orange Mesh Unisex One Size Fits All","","","","","","","","","","","","","Bibs & coveralls","","Adult","","","","","","",""
"SON-HW-BUN-20PK-SML","","Outdoor Cold Weather Hand Warmer Pocket Camp Fire Survival Prepper Lot of 20","","","","","","hand warmers, heat pads, heat, cold weather, outdoor sports","","","","","","","","","Adult","","","","","","",""
"SON-ICE-TEMPERED-SCISSOR-SP101","","Universal Tool Ice Tempered Stainless Steel Salon Hairdressing Barber Scissor 4.5 inch","","","","","","","","","","","","","","","","","","","","","",""
"SON-ICE-TEMPERED-SCISSOR-SP102","","Universal Tool Ice Tempered S Steel Salon Hairdressing Barber Scissor 5.5 inch","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-ICE-TEMPERED-SCISSOR-SP102-4PK","","4 Pack Universal Tool Tempered Steel Salon Hairdressing Barber Scissor 5.5 inch","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-ICE-TEMPERED-SCISSOR-SP105","","Universal Tool Ice Tempered S Steel Salon Hairdressing Barber Scissor 7.5 inch","","","","","","scissor, barber, hairdresser, salon, styling","","","","","","","","","Adult","","","","","","",""
"SON-J65XCKCWHGB-XL-BL-2","","Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Blue","","","","","","Carabiner, Large, Soft Handle, Aluminum, Dog Leash","","","","","","","","","Adult","","","","","","",""
"SON-JEWELERSSAWBLADES04-144PK","","ToolTreaux 144pc Jewelry Saw Blades Set 0/3 Size 5.25"" 50 TPI Steel","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-JEWELLOUPE-10XALUM-TT","","ToolTreaux 10x Aluminum Jewelers Loupe 22mm Diameter Glass Lens Magnifier","","","","","","jewelry making, arts and crafts, hobbies","","","","","","","","","Adult","","","","","","",""
"SON-JEWELLOUPE-10XP-TT","SON-JEWELLOUPE-10X-PARENT-TT","ToolTreaux 10X Jewelers Loupe 25mm Diameter Glass Lens Magnifier Plastic","","","","","","jewelry making, arts and crafts, hobbies","","","","","","","","","Adult","","","","","","",""
"SON-JEWELLOUPE-4PC","","Universal Tool Plastic Jewelers Eye Loupe Set 2.5X 5X 7.5X 10X Magnifiers 4pc","","","","","","jewelry making, jewelry cleaning, hobby crafts, arts and crafts, DIY","","","","","","","","","Adult","","","","","","",""
"SON-JEWELLOUPE-4PC-ALUM","","Universal Tool Aluminum Jewelers Eye Loupe Set 2.5X 5X 7.5X 10X Magnifiers 4pc","","","","","","jewelry making, jewelry cleaning, hobby crafts, arts and crafts, DIY","","","","","","","","","Adult","","","","","","",""
"SON-JUMBOTWEEZER-4PC-IR-TT","","ToolTreaux Stainless Steel Jumbo Tweezer Set Serrated Tips Secure Grip - 3pc","","","","","","","","","","","","","","","Kid","","","","","","",""
"SON-KDKASS-225-BL","","Universal Tool Pocket Keychain Diamond Knife and Grit Scissor Sharpener","","","","","","sharpening, knife, scissors","","","","","","","","","Adult","","","","","","",""
"SON-LSTTSWC1210A8I-4PC-14X4X25-SLVR","","3pc Large Serrated Tweezer Tong Set with Case 12, 10, and 8 Inch","","","","","","Picking up, Health, Tweezing, Beauty, Prop","","","","","","","","","Kid","","","","","","",""
"SON-LEATHPTOOL-7924LP","","ToolTreaux 9 Inch Heavy Duty Revolving Leather Hole Punch Tool 2.0-4.5mm","","","","","","leatherworking, leather, leather punch, arts and crafts","","","","","","","","","Adult","","","","","","",""
"SON-LETTERNUMBERSTAMP-38PC","","Universal Hobby Number and Letter Stamping Set Automatic Punch Crafts 38 Pieces","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-LIGHT-FL8825-12COB","","ASR Outdoor 3 Stage Super Bright Hanging Puck Light,  240 Lumen COB LED","","","","","","hunting, fishing, camping, boating, survival","","","","","","","","","Adult","","","","","","",""
"SON-MARKINGSTAMP-PARENT","","Gold and Silver Jewelry Metal Stamping Tools Karat Marking Stamp (6 Sizes)","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-MEDPENLIGHTS-FL102-4EMT","","ASR Federal Warm and White Light EMT Pen Light with Pupil Gauge, 4 Pack","","","","","","diagnostics, EMT tools, medical supplies, nurse practitioner supplies, medical kits","","","","","","","","","Adult","","","","","","",""
"SON-MINISLUICEBKTKIT-PARENT","","ASR Outdoor Complete Mini Sluice Box with 3.5 Gallon Bucket Gold Panning Kit, 20pc","","","","","","","","","","","","None","","","adult","","","","","","",""
"SON-MINPOCKKNV-KC7223-PU","","ASR Outdoor Small EDC Mini Pocket Knife - ASR Logo Knife","","","","","","camping, hiking, survival, every day carry, travel","","","","","","","","","Adult","","","","","","",""
"SON-MSFEW-C-ORNG-6PC-IR-TT","","ToolTreaux Marine Safety Whistle Loud Floating Emergency Whistle - 6 Pack","","","","","","safety","","","","","","","","","Adult","","","","","","",""
"SON-MYLARBIVVYBAG-2PK","","(2 Pack) ASR Outdoor Mylar Aluminized Emergency First Aid Bivvy Sleeping Bag With Stuff Sack","","","","","","outdoors, camping, hiking, emergency, bug out bag","","","","","","","","","Adult","","","","","","",""
"SON-PJEGFTSD-7PC-SML-SLVR","","ToolTreaux 7pc Precision Jewelers Eyeglass Repair Kit Screwdriver Set Hobby Tools","","","","","","eye glass repair, jewelers tools, hobbies, crafts, DIY","","","","","","","","","Adult","","","","","","",""
"SON-NECKKNIFE-BLU","SON-NECKKNIFE-PARENT","4 Inch ASR Outdoor Fixed Blade Tanto Point Neck Knife - Blue","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-UT958SMS-3625L-BLCK","","Universal Tool 958 Silver Marking Jewelry Stamp for  Precious Metal Working","","","","","","silver marking, jewelry marking, jewelry making, crafting, metalworking","","","","","","","Professional","","Adult","","","","","","",""
"SON-PFSWKC-2PC-4-ORNG","","(2 Piece) ASR Outdoor Plastic Funnel Set with Key Chains for Camping Hiking","","","","","","camping, hiking, boating, backpacking, outdoors","","","","","","","Cordlocks & Misc.","","Adult","","","","","","",""
"SON-POCKETKNIFE-WOODH","","ASR Outdoor 8 inch Woodsmen Pocket Knife Wood Handle Camping Gear Carving Knife","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-PONCHO-GRN","","ASR Outdoor Emergency Poncho Green Polyethylene Rain Gear Camping One Size","","","","","","camping, hiking, outdoors, weather resistance, rain resistance","","","","","","","","","Adult","","","","","","",""
"SON-PONCHO-YLW","","ASR Outdoor Emergency Poncho Yellow Polyethylene Rain Gear Camping One Size","","","","","","camping, hiking, outdoors, weather resistance, rain resistance","","","","","","","","","Adult","","","","","","",""
"SON-PROBESCOOP-BLK","","ASR Outdoor Metal Detector 2 in 1 Plastic Black Scoop with Steel Probe","","","","","","gold mining, gold panning, gold prospecting, gold rush, beach combing","","","","","","","","","Adult","","manual","","","","",""
"SON-PWCCS-13PC-STD-BLCK-BUN-TT","","ToolTreaux Woodcarving Chisel Set Professional Craft and Hobby Tools - 12 Pieces","","","","","","woodcarving, sculpting","","","","","","","","","adult","","","","","","",""
"SON-PWKTS-14PC-STD-SLVR-3","","14pc Universal Tool Pocket Watch Complete Key Set","","","","","","watch repair, jewelry repair, watch and jewelry tool, watchmaker","","","","","","","","","Adult","","","","","","",""
"SON-PWKTS-14PC-STD-SLVR-BUN-TT","","ToolTreaux Complete Watch Repair Key Set Solid Brass Keys Watch Restoration 14pc","","","","","","watch repair, watch restoration","","","","","","","","","adult","","","","","","",""
"SON-RINGSIZESTICK-10IN","","SE JT114RS 10"" Aluminum Ring Stick","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-RSSWMB-16PC-65X5X5E","","Universal 16pc Deluxe T-Handle Ratchet Screwdriver Set (Torx, Slotted, Phillips, Square, PoziDriv)","","","","","","screwing, fixing, handy work, hobbies","","","","","","","","","Adult","","","","","","",""
"SON-SDEPS-4PC-IR-TT","","ToolTreaux Stainless Steel Double Ended Knurled Picks Hobby Craft Tools - 4pc","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-SGSURXB-10PC-SLVR","","10pc Sterile Surgical Grade Replacement Scalpel Blades Universal Fit - Size 10","","","","","","hobby, art, fabric, cutting","","","","","","","","","Adult","","","","","","",""
"SON-SHARPENING-STONE-SS6-ASO","SON-SHARPENINGSTONE-PARENT","6"" Dual Grit Knife Blade Sharpener Sharpening Stone, 120/240 Grit","","","","","","hunting, camping, gift for outdoor dad","","","","","","","","","Adult","","","","","","",""
"SON-SJSIMRS999-PS-STL-BUND-1","","SE 91999MS Silver Metal Marking 999 Stamp","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-SJSIMRS999-PS-STL-BUN-TT","","ToolTreaux Signature Inscription Marking Stamp for Jewelry Making - Silver 999","","","","","","jewelry making","","","","","","","","","adult","","","","","","",""
"SON-SLINGSHOT-2PC","","ASR Outdoor - Wrist Brace Slingshot with Adjustable Iron Frame - Ammo Included","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-URCHCTFTW6EB-8","","Universal Unisex Razor Comb Home Hair Cut Scissor with 5 Extra Blades","","","","","","thinning hair, cutting hair, combing hair, hair","","","","","","","Hair Razor Comb","Hair Razor Comb","Adult","","","","","","",""
"SON-SPORTS-BELT-PARENT","","ASR Outdoor Pocket Sport Belt for Running Jogging Travel Fanny Pack Black","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-SSDESWCT-PARENT","","ToolTreaux Stainless Steel Wax Carver Spatula Tip Pick Crafting Tool Kit","","","","","","crafting, carving, hobbies, art projects, pottery","","","","","","","","","Adult","","","","","","",""
"SON-SSDESWCT-SML-CHRM","","Universal Tool Stainless Steel Double Ended Carving Spatula Hobby Pottery Tools Art Supplies, 6.5 Inch","","","","","","crafting, carving, hobbies, art projects, pottery","","","","","","","","","Adult","","","","","","",""
"SON-SSMFUPKWCP-2PC","","ASR Outdoor Stainless Steel Multi-tool Utility EDC Pocket Knife with Carry Pouch","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-SUPERSCOOP-5PC-KIT-PARENT","","ASR Outdoor 5pc Metal Detecting Tools Kit Drawstring Bag Coin Probe (3 Styles)","","","","","","metal detecting, beach digging","","","","","","","","","","","","","","","",""
"SON-TINDER-STICKS-12-PACK-IR-TT","","ASR Outdoor Slow Burn Tinder Sticks Waterproof Firestarter Set for Camping 12pk","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-TROWELKNEELINGPADCOMBO","","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-TT-DSTT60I-3PK","","ToolTreaux 60 Inch Tailors Measuring Tape Sewing Supplies, Assorted Colors, 3pk","","","","","","Measuring","","","","","","","","","Adult","","","","","","",""
"SON-TT-GLUEGUNSTICKKIT-15PC-BUN","","ToolTreaux 10 Watt Mini Glue Gun and Hot Glue Sticks Crafting Supplies Kit, 15pc","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-TTX-10KSAFETYACIDTESTKIT-7PC-BUN","","ToolTreaux 10k Gold Testing Kit, 7pc","","","","","","metal testing, jewelry making","","","","","","","","","Adult","","","","","","",""
"SON-TTX-14KSAFETYACIDTESTKIT-7PC-BUN","","ToolTreaux 14k Gold Testing Kit, 7pc","","","","","","metal testing, jewelry making","","","","","","","","","Adult","","","","","","",""
"SON-TTX-18KSAFETYACIDTESTKIT-7PC-BUN","","ToolTreaux Safety 18k Gold Testing Kit, 7pc","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-TTX-22KSAFETYACIDTESTKIT-7PC-BUN","","ToolTreaux 22k Gold Testing Kit, 7pc","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-TTXCOMPTESTKIT-BUN","","ToolTreaux Complete Gold Testing Kit Gold Prospecting Tools and Accessories","","","","","","metal testing","","","","","","","","","Adult","","","","","","",""
"SON-TTX-ICESCRAPERGLOVE-BLK-PARENT","","ToolTreaux Ice Scraper with Fleece Lined Waterproof Glove Car Accessories, Black","","","","","","car, automotive","","","","","","Glove","","","adult","","","","","","",""
"SON-TTX-PLATSAFETYACIDTESTKIT-7PC-BUN","","ToolTreaux Platinum Testing Kit with Testing Stone, 7pc","","","","","","metal testing, jewelry making","","","","","","","","","Adult","","","","","","",""
"SON-TTX-SLVRSAFETYACIDTESTKIT-7PC-BUN","","ToolTreaux Safety Silver Testing Kit with Testing Stone, 7pc","","","","","","metal testing, jewelry making","","","","","","","","","Adult","","","","","","",""
"SON-TWEEZERSET-4PC","","Universal Tool Stainless Steel Tweezer Set Assorted Tips Precision Tools - 4pc","","","","","","crafting, hobbies, precision projects, scrapbooking, wood working","","","","","","","Steel","","Adult","","","","","","",""
"SON-TWEEZERSET-4PC-IR-TT","","ToolTreaux Stainless Steel Precision Tweezer Set Serrated Tips Secure Grip - 4pc","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-UEGAWRSK-12PC","","Universal 250 Piece Universal Eye Glasses And Watch Repair Screw Kit Revolving Organizer","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-UJPM5X10X25XELS-35X2X3E-BLCK","","Universal Jeweler Photography Magnifying 5x 10x 2.5x Eye Loupe 3 pack Set","","","","","","magnifying jewelry, photography","","","","","","","","","Adult","","","","","","",""
"SON-UMLDSHS-BLCK","","Medical Lightweight Diagnostic Non Chill Single Head Stethoscope 30in Universal","","","","","","health care, diagnostic, wellness accessories","","","","","","","","","Adult","","","","","","",""
"SON-UT12IPT-LG-BL","","SE Paper Trimmer 12 Inch Cutting Board Magnetic with Grid Guide Base","","","","","","scrapbooking, crafting, cutting, DIY, art projects","","","","","","","","","Adult","","","","","","",""
"SON-UTMBSPS-6X75-STL","","Universal Tool Metal Bead Scoop Polished Steel","","","","","","","","","","","","","","","Adult","","","","","","",""
"SON-UTTHDFDSP-1025-WDN","","Universal Tool Texturising Hammer Dual Face Dimple Stripe Patterns Wooden Handle","","","","","","crafting, DIY, metalworking, jewelry making, texturizing","","","","","","","","","Adult","","","","","","",""
"SON-UTTHDFSSP-1025-WDN","","Universal Tool Texturising Hammer Dual Face Square Stripe Patterns Wooden Handle","","","","","","crafting, DIY, metalworking, jewelry making, texturizing","","","","","","","","","Adult","","","","","","",""
"SON-UTTHDFSSP-1025-WDN-IR-TT","","ToolTreaux 16oz Texturizing Dual Face Jewelry Hammer Wooden Handle, Square Stripe Pattern","","","","","Jewelry Making","","","","","","","","","","Adult","","","","Jewelry Making","","",""
"SON-UTWBPSWAT-9PC-STD-RD-2","","Deluxe 9 Piece Wood Burning Pen Burn-in Tool, Arts and Craft Hobby Kit","","","","","","wood working, home, hobby projects, craft projects, wood carving","","","","","","","","","Adult","","","","","","",""
"SON-WAISTTRAVELBELT-BLK","","ASR Outdoor Water Resistant Storage Belt Waist Travel Pouch Adjustable Buckle","","","","","","","","","","","","","","","Adult","","","","","","",""
