"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"SON-ICE-TEMPERED-SCISSOR-SP105","","Universal Tool Ice Tempered S Steel Salon Hairdressing Barber Scissor 7.5 inch","Universal Tool","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Stainless Steel","0.01","7.5","(1) Scissor","","0.08","3","ITSBS7",""
"SON-J65XCKCWHGB-XL-BL-2","","Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Blue","ASR Outdoor","Blue","China","","ASRO-SECB_XLBU2","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Aluminum","1","6.5","* (1) Jumbo Blue XL 6.5"" Carabiner Keychain with Hand Grip","","0.25","4","ASRO-SECB_XLBU2",""
"SON-JEWELERSSAWBLADES04-144PK","","ToolTreaux 144pc Jewelry Saw Blades Set 0/3 Size 5.25"" 50 TPI Steel","Universal Tool","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","7","*(144) Jeweler's Saw Blades, Size 0/4","","0.1","2","UT144SBS04",""
"SON-JEWELLOUPE-10XALUM-TT","","ToolTreaux 10x Aluminum Jewelers Loupe 22mm Diameter Glass Lens Magnifier","","Aluminum - 22mm","India","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Aluminum","1","1","(1) 10X Jewelers Loupe","","0.08","1.5","UT10XJLALUM",""
"SON-JEWELLOUPE-10XP-TT","SON-JEWELLOUPE-10X-PARENT-TT","ToolTreaux 10X Jewelers Loupe 25mm Diameter Glass Lens Magnifier Plastic","","Plastic - 25mm","India","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","1","(1) 10X Jewelers Loupe","","0.08","1.5","UT10XJLPL",""
"SON-JEWELLOUPE-4PC","","Universal Tool Plastic Jewelers Eye Loupe Set 2.5X 5X 7.5X 10X Magnifiers 4pc","Universal Tool","Black","India","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1.5","4.75","(4) Jewelers Loupes","","0.16","3","UT10XJLPL4PC",""
"SON-JEWELLOUPE-4PC-ALUM","","Universal Tool Aluminum Jewelers Eye Loupe Set 2.5X 5X 7.5X 10X Magnifiers 4pc","Universal Tool","Silver","India","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Plastic","1.5","4.5","(4) Jewelers Loupes","","0.18","4","UT10XJLALUM4PC",""
"SON-JUMBOTWEEZER-4PC-IR-TT","","ToolTreaux Stainless Steel Jumbo Tweezer Set Serrated Tips Secure Grip - 3pc","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","0.25","14","","","0.43","4","3PCJTWEZSET",""
"SON-KDKASS-225-BL","","Universal Tool Pocket Keychain Diamond Knife and Grit Scissor Sharpener","ASR Outdoor","Blue","China","Sharpening Steel","PKSS-263","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","0.25","5.5","*(1) Pocket Sharpener","","0.08","4","PKSS-263",""
"SON-LSTTSWC1210A8I-4PC-14X4X25-SLVR","","3pc Large Serrated Tweezer Tong Set with Case 12, 10, and 8 Inch","Universal Tool","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","0.25","14","(1) 3pc Tweezer Set(1) Carrying Case","4","0.43","4","LTS-3",""
"SON-LEATHPTOOL-7924LP","","ToolTreaux 9 Inch Heavy Duty Revolving Leather Hole Punch Tool 2.0-4.5mm","","Red","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","1","9.5","(1) Leather Punch Tool","","0.95","3","TTLPTOOL1",""
"SON-LETTERNUMBERSTAMP-38PC","","Universal Hobby Number and Letter Stamping Set Automatic Punch Crafts 38 Pieces","Universal Hobby","Red","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Metal","1","7.5","(1) Set of 26 Letter Stamps A - Z(1) Set of Number Stamps 0 - 9(1) Period Stamp(1) Ampersand Stamp(1) Spring-loaded Automated Punch(1) Carry Case","","1.2","5","38UHLNSTMP",""
"SON-LIGHT-FL8825-12COB","","ASR Outdoor 3 Stage Super Bright Hanging Puck Light,  240 Lumen COB LED","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","1","2.5","(1) Light","","0.16","2.5","HCL",""
"SON-MARKINGSTAMP-PARENT","","Gold and Silver Jewelry Metal Stamping Tools Karat Marking Stamp (6 Sizes)","","","China","","","","","","","","","","","","1","4","","","0.1","1","14709",""
"SON-MEDPENLIGHTS-FL102-4EMT","","ASR Federal Warm and White Light EMT Pen Light with Pupil Gauge, 4 Pack","ASR Federal","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Metal","1","6.5","(4) EMT Penlights","","0.3","3","ASRFPL4PC",""
"SON-MINISLUICEBKTKIT-PARENT","","ASR Outdoor Complete Mini Sluice Box with 3.5 Gallon Bucket Gold Panning Kit, 20pc","","Green","","","","Portable Gold Panning Kit","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","14","14","(1) Gold Panning Kit","","6","14","3NSKBJ9EZ9",""
"SON-MINPOCKKNV-KC7223-PU","","ASR Outdoor Small EDC Mini Pocket Knife - ASR Logo Knife","ASR Outdoor","Dark Blue","China","","","","Small Pocket Knife","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Metal","0.25","2.25","(1) ASR Outdoor Mini Pocket Knife","","0.05","0.5","MPOCKKNFPRP1","ASR61PKN"
"SON-MSFEW-C-ORNG-6PC-IR-TT","","ToolTreaux Marine Safety Whistle Loud Floating Emergency Whistle - 6 Pack","","Orange","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","0.5","2","","","0.12","0.5","TT21-WH36696Q2",""
"SON-MYLARBIVVYBAG-2PK","","(2 Pack) ASR Outdoor Mylar Aluminized Emergency First Aid Bivvy Sleeping Bag With Stuff Sack","ASR Outdoor","Orange","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Mylar","3","6","*(2) Emergency Sleeping Bag
*(2) Draw String Carry Case","","0.8","3","BVYBG-2P20",""
"SON-PJEGFTSD-7PC-SML-SLVR","","ToolTreaux 7pc Precision Jewelers Eyeglass Repair Kit Screwdriver Set Hobby Tools","Universal Tool","Silver","China","","654468-775","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","1","5","(1) Set of 7 Flat Tip Screw Driver","1","0.1","4","654468-775",""
"SON-NECKKNIFE-BLU","SON-NECKKNIFE-PARENT","4 Inch ASR Outdoor Fixed Blade Tanto Point Neck Knife - Blue","ASR Outdoor","Blue","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","1","4.5","(1) Black Blade(1) Security Sheath - Blue(1) 14"" Necklace Chain","","0.1","1.5","AOWNKWCFTSD",""
"SON-UT958SMS-3625L-BLCK","","Universal Tool 958 Silver Marking Jewelry Stamp for  Precious Metal Working","Universal Tool","Black","China","","958MST-714","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","1","4","*(1) Universal Tool 958 Silver Marking Stamp","","0.1","1","958MST-714",""
"SON-PFSWKC-2PC-4-ORNG","","(2 Piece) ASR Outdoor Plastic Funnel Set with Key Chains for Camping Hiking","ASR Outdoor","Orange","China","","ASRO2PCFKC-3-34","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","polypropelene","3","4","*(1) Larger Funnel *(1) Smaller Funnel","","0.2","3","ASRO2PCFKC-3-34",""
"SON-POCKETKNIFE-WOODH","","ASR Outdoor 8 inch Woodsmen Pocket Knife Wood Handle Camping Gear Carving Knife","ASR Outdoor","Brown","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","440 Stainless Steel","0.5","4.5","(1) ASR Outdoor Pocket Knife","","0.28","2","ASRO45WHK440",""
"SON-PONCHO-GRN","","ASR Outdoor Emergency Poncho Green Polyethylene Rain Gear Camping One Size","","Green","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Polyethylene","1","5","(1) ASR Outdoor Green Emergency Poncho","","0.05","6","ASROGEP272",""
"SON-PONCHO-YLW","","ASR Outdoor Emergency Poncho Yellow Polyethylene Rain Gear Camping One Size","","Yellow","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Polyethylene","1","5","(1) ASR Outdoor Yellow Emergency Poncho","","0.05","6","ASROYEP271",""
"SON-PROBESCOOP-BLK","","ASR Outdoor Metal Detector 2 in 1 Plastic Black Scoop with Steel Probe","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","14","(1) Search and Probe Scoop","","0.35","3.5","PNSBLK14",""
"SON-PWCCS-13PC-STD-BLCK-BUN-TT","","ToolTreaux Woodcarving Chisel Set Professional Craft and Hobby Tools - 12 Pieces","","Chrome","","","","","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","3","13","(12) Assorted Woodworking Chisels","","2","7","TT12PCCHISST",""
"SON-PWKTS-14PC-STD-SLVR-3","","14pc Universal Tool Pocket Watch Complete Key Set","Universal Tool","Silver","China","","14WKS-2-544","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","1","5","(1) Size 00 
(1) Size 0
(1) Size 1
(1) Size 2
(1) Size 3
(1) Size 4
(1) Size 5
(1) Size 6
(1) Size 7
(1) Size 8
(1) Size 9
(1) Size 10
(1) Size 11
(1) Size 12","","0.15","3","14WKS-2-544",""
