"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"SON-5INFOLDINGKNIFE-SLV","","ASR Outdoor Thumb Assisted Folding Knife Belt Clip Seat Belt Cutter Punch Silver","ASR Outdoor","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","440 Stainless Steel","0.5","5","(1) ASR Outdoor Folding Knife","","0.28","1","ASRO5INFKSLV",""
"SON-ZAPPER-MP-4BL","","ASR Outdoor 360 Rechargeable All-Weather Mosquito Trap Bug Zapper Portable LED Lantern","ASR Outdoor","Orange","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","5.5","4","(1) Lantern(1) MicroUSB Cord","","0.62","4.5","RLBZ",""
"SON-6I1CUM-2PC-55X1-GRN-2","","ASR Outdoor 6 in 1 Camping Utensil Multi-Tool with Carrying Case","ASR Outdoor","Green","China","","GCUT-751","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","1","6","*(1) Camping Utensil Multi-Tool","","0.31","2","GCUT-751",""
"SON-7DCFFS6DG-6PC-7E-TT","","ToolTreaux 6pc Diamond Coated Flat File Set, 40 to 600 Grit","","Red","China","","Diamond File Set","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","0.2","8.1","(6) 7"" Diamond Coated Flat Files(1) Plastic Protection Case","","0.4","3.2","6pcHobbyFileSet",""
"SON-7IN1SURVIVALWHISTLE-PARENT","","Kids Survival Outdoor Camping Multi Tool Whistle Compass LED 7 in 1 Flashlight","ASR Outdoor","","China","","","","camping","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","6","*(1) Orange 7 in 1 Survival Multi-Use Whistle","","0.2","6","",""
"SON-7SNFBT-STD-SLVR","","7 Inch Sapphire Nail File Home Manicure Pedicure Tool Beauty and Personal Care","Universal","Silver","China","Nail File","7SNF","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","1","7","(1) 7\"" Sapphire Nail File(1) Plastic Sheath","2","0.01","1","7SNF",""
"SON-ABCBFER-SML-SLVR","","Universal Tool 30 Piece Assorted Button Cell Batteries for Electronic Repairs","Universal Tool","Silver","China","","30ABCB","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Alkaline","1","8","*(6) AG1/364 Batteries*(6) AG3/392 Batteries*(6) AG4/377 Batteries*(3) AG5/393 Batteries*(3) AG12/386 Batteries*(6) AG13/357 Batteries","","0.1","6","30ABCB",""
"SONA-CUTTINGMAT-PARENT","","Hobby and Craft Self Healing Thick Cutting Board Mat - Multiple Sizes","","","","","","","","","","","","","","","","","","","","","71604",""
"SONA-DIAMOND-BURR-150-IR-TT","","ToolTreaux Diamond Coated Cutting Burrs Set Assorted Rotary Tools 30pc 150 Grit","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","","5.5","7.5","","","0.31","1","TT30PCDBS150",""
"SON-ALKALINE-BUTTONBATTS-IR-TT","","ToolTreaux Assorted Alkaline Button Electronic Batteries Assorted Sizes - 30pc","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","","1","8","","","0.1","6","TT30PCALKBS",""
"SON-ALUMTENTSTAKERD-PARENT","","ASR Outdoor 9 Inch Aircraft Grade Aluminum Camping Stakes Tent Stakes (Assorted Pack Sizes)","ASR Outdoor","Red","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","","","ASR Outdoor 9"" Aluminum Tent Stakes","","","","",""
"SON-AO20GPP","","ASR Outdoor Gold Panning Prospector Pick Compact Folding Camping Shovel Tool","","","China","","ASRGPP-716","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Plastic","4","10","*(1) Compact Folding Prospector\\\\\\\'s Pick","","2","4","ASRGP",""
"SON-AO6ITWBNKFB-6E-BLCK","","Serrated Fixed Blade Tanto Point Hunting Neck Knife - Black","ASR Outdoor","Black","China","","WNK034","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","1","6","*(1) 6 Inch Tanto Fixed Blade Knife","","0.3","2","WNK034",""
"SON-AOLWSC-55E-OPQ","","ASR Outdoor Large Translucent Waterproof Camping Storage Container - 5.5 Inch","ASR Outdoor","Opaque","China","","LWCT-1","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","6","(1) Large Waterproof Storage Container","1","0.1","4","LWCT-1",""
"SON-AOPAKR-SML-SLVR","","ASR Outdoor Brass Body Nickel Plated Pull Apart Key Ring Travel Accessory","","Silver","China","Key Chain","ASROPAKR","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","Men","Brass","1","2","*(1) ASR Outdoor Pull Apart Key Ring","","0.1","2","ASROPAKR-SLVR-1",""
"SON-AOSPRB100F-100F-BLCK-IR-TT","","ASR Outdoor 550 Paracord Rope Strong 7 Strand Parachute Cord - Black 100ft","","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","paracord","4","7","","","0.6","7","100FTBLKPARA1",""
"SON-AOSPROG100F-100F-ODGRN-IR-TT","","ASR Outdoor 550 Paracord Rope Strong 7 Strand Parachute Cord - OD Green 100ft","","Green","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","paracord","4","7","","","0.6","7","100FTODGRNPARA1",""
"SON-AOTAC-BUN-2PC-20PK-3B1-BLCK-2","","20pk ASR Outdoor 3 1/4 Inch x 1 Inch Tarp Camping Secure Grip Awning Clamps","","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","plastic","4","4","*(20) Awning Tarp Clamps","","2.2","4","7237024",""
"SON-AOTAC-BUN-2PC-4PK-3B1-BLCK-2","","4pk ASR Outdoor 3 1/4 Inch x 1 Inch Tarp Camping Secure Grip Awning Clamps","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","plastic","4","2","(4) Awning Tarp Clamps","","0.5","2","823582",""
"SON-AOTAC-BUN-2PC-810PK-3B1-BLCK-2","","10pk ASR Outdoor 3 1/4 Inch x 1 Inch Tarp Camping Secure Grip Awning Clamps","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","plastic","4","4","*(10) Awning Tarp Clamps","","0.46","2.5","4159798",""
"SON-AOTAC-BUN-2PC-8PK-3B1-BLCK-2","SON-AWNINGCLAMPS-PARENT","ASR Outdoor Secure Locking Tarp Clip Awning Clamps, 3.25 x 1 inch, 8 Pack","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","plastic","4","4","*(8) Awning Tarp Clamps","","0.34","2","4403276",""
"SON-AOTFSSMFOU23I-23-BLCK","","ASR Outdoor Tri Fold Steel Shovel Multi Functional Outdoor Use 23 Inch","ASR Outdoor","Black","China","","TFS021","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","12","7","*(1) Tri Fold Steel Outdoor Shovel","","2.5","3.5","TFS021",""
"SON-ASR-EMERG-CNDL-PARENT","","ASR Outdoor 4-Wick 48 Hour Survival Candle for Camping Emergency Fire Starter in Tin","","","China","","","","","","","","","","","","3","3","","","0.65","3","92869","ASRO34WC"
"SON-ASRF-LGHAMMER-PARENT","","Large Universal Car Emergency Hammer Window Punch and Seat Belt Cutter Tool","","","","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","","","","","","","",""
"SON-AWNCLMPCARB-4PC-BUN","","ASR Outdoor Carabiner and Awning Clamp Set Camping Essentials Tarp Clips 4pc Set","","Black","China","","","Clamps","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","6.5","(2) Carabiners
(2) Clamps","","0.15","3.5","4PCACCSET",""
"SON-BFTOUMT-MED-BLCK","","ASR Outdoor Barbecue Fork Extendable Metal Dual Prong Fire Cooking Utensil","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","10","(1) Marshmallow Toaster Telescopic BBQ Fork","","0.2","2","BBQ1pcFork-MT",""
"SON-BLACKSTRETCHBALLS-100PK","","ASR Outdoor 100 Pack Black Stretch Cord with Black Ball 6 Inch Length","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","1","6","(100) Black Stretch Cords","","0.96","1","UTBBSC1006IN",""
"SON-BLACKSTRETCHBALLS-100PK-8IN","","Universal Tool 100 Pack Black Stretch Cord with Black Ball 8 Inch Length","Universal Tool","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","1","8","(100) Black Stretch Cords","","1.02","1","UTBBSC1008IN",""
"SON-BLE-BBQMATS-BLK-2PC","","Beille Black BBQ Grill Accessories Reusable Non Stick Grilling Mats 13 x 15 Inch, 2pk","Beille","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Non Stick","17","13.5","(2) Reusable BBQ Grilling Mats","2","0.4","0.5","BLE0433OD",""
"SON-CAPLIGHT-FL610-24CL-PARENT","","ASR Outdoor 200 Lumen LED Camping Backpacking Running Cap Light (3 Colors)","ASR Outdoor","","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","0.5","3.5","","","0.1","2.5","",""
"SON-CHSAW-SHARPENBURR-PARENT","","ToolTreaux Chainsaw Sharpener Burr Sanding File Hardware Tool 120 - 150 Grit","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","","5","2.5","","","0.2","0.5","TTSANDGRDT1",""
"SON-CINEMA-LIGHTBOX-20BX","","Universal Hanging Cinema String Light Boxes With 90 Characters - 20 Light Boxes","Universal","White","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","1","13.9","(20) 2.25"" x 2.25""(90) Character Count","","1.45","2.5","NBB1233SL2",""
"SON-CREDITCARDSURVIVALTOOL-PARENT","","ASR Outdoor 11 in 1 Multi-function Credit Card Sized Wallet Tool Silver","","","","","11I1CCT-20PK-330","","","","","","","","","","5","5","","","5","5","11I1CCT-20PK-330",""
"SON-CUTBRD12X15-VARRZ-PARENT-2IH","","Multi-Pack Thin Clear Flexible Plastic Cutting Board Mat 12"" x 15""","","Clear","China","","","","","","","","","","","","1","15","","","0.2","12","",""
"SON-DAMAGEDSCREWEXTRACTOR-4PC","","Universal Tool Damaged Screw Extractor Set - 4 Pieces Assorted Sizes","Universal Tool","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","7","*(4) 3/8in shank drill bits","","0.25","5","UTDSES4",""
"SON-DAYPACK-PARENT","","ASR Outdoor Water Resistant Collapsible Day Pack (Many Colors)","","","","","WPDPR7-916","","","","","","","","","","0.5","5","","","0.7","5","WPDPR7-916",""
"SON-DBSRT-12PC-SML-SLVR-IR-TT","","ToolTreaux Diamond Coated Cutting Burrs Set Assorted Rotary Tools 12pc 150 Grit","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","5","","","0.2","6","TT12PC150GBS",""
"SON-UAGBCKE-SML-BRSS","SON-CLOCKWINDINGKEY-PARENT","Universal Antique Grandfather Clock Key, Brass 5-Way Winding Keys (Even)","Clock","Brass","China","Master Clock","5WCK-E","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Brass","1","2","(1) 5 Way Brass Clock Key (Even)","1","0.1","2","5WCK-E",""
"SON-UAGBCKO-SML-BRSS","","Universal Antique Grandfather Brass Clock Key Odd","Clock","Brass","China","Master Clock","5WCK-O","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Brass","1","2","(1) 5 Way Brass Clock Key (Odd)","1","0.1","2","5WCK-O",""
"SON-DHCSDBS14S-6PC","","6pc Diamond Hole Saw Set Core Drill Bits 5/32"" - 1/2"" Tile Glass Marble","Universal Tool","","China","","DBD612","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","2","9","*(6) Diamond Hole Saw Drill Bits","","0.3","6","DBD612",""
"SON-DIABURRSET120-30PC","SONA-DIAMOND-BURR-30PC-PARENT","Universal Tool Assorted Diamond Burr Set 120 Grit .125 Inch Shank 30 Pieces","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","Universal","","","Metal","0.5","6","(30) Universal Tool Diamond Burrs","30","0.32","2.5","UT30DBS120",""
"SON-DIABURRSET-PARENT","","Universal Tool Assorted Diamond Burr Set 120-150 Grit .125 Inch Shank (Multiple Sizes)","Universal Tool","","","","","","","","","","","","","","","","","","","","",""
"SON-DIAMONDBURRBITSET-30-PARENT","","30pc Diamond Tip Cutting Burr Bit Set for Rotary Tool (Many Grit Sizes)","Universal Tool","","","","","","","","","","","","","","3","6","","","0.8","5","30PCROTPAR",""
"SON-DIAMONDBURRBITSET-PARENT","","50pc Diamond Burr Bit Set for  Rotary Tool (Multiple Grit Sizes)","","","","","","","","","","","","","","","3","6","","","0.8","5","87069",""
"SON-DIAMONDHOLESAW-80GRT","","10pc Diamond Coated Hole Saw Set for Glass and Stone, 80 Grit","Universal Tool","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Steel","2","4.5","(10) Diamond Coated Hole Saws","","0.72","2.75","UT80GRTDHSS",""
"SON-DISCTHROWER-ORG","","ASR Outdoor 4.5 In Clay Target Disc Thrower Right and Left Handed (19 In Long)","","Orange","","","","Disc Thrower","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","19","(1) Clay Target Disc Thrower","","0.33","4.5","ORGDSTHR19",""
"SON-DOUBLE-SPORTS-BELT","","Universal Fitting Unisex Sports Belt Double Expanding Pockets Cycling, Size M/L","ASR Outdoor","black","China","","MJCD92F892N-117","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","Men","Polyester","7","2","1 double pocket sports belt","","0.14","2","MJCD92F892N-117",""
"SON-DRYBOX-BLK","","ASR Outdoor Illuminated Dry Box Detachable Lid Large Waterproof Storage Case","","Black","","","","ASR Outdoor","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","5.1","11.4","(1) Dry Box","","1","7.5","DRBXBLK1L",""
"SON-DUKCS-52PC-A","","52pc Deluxe Utility Cutting Knife Complete Precision Modeling Set","Universal Tool","Blue","China","","HK52-144","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1.5","10","(37) Assorted Blades(7) Knife Handles(5) Prove Blades(1) Sharpening Stone(1) Glue(1) Carrying Case","52","1.5","7","HK52-144",""
"SON-EXTEND-FLYSWATTER-ASSRT","","ASR Outdoor Extendable Insect Bug Fly Swatter Durable Telescopic Pole Anti Slip","ASR Outdoor","Assorted","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Plaster","0.25","10.5","(1) Assorted Fly Swatter","","0.06","3.25","AssortFly1",""
"SON-FIRSTAIDKIT-100PC","","ASR Outdoor First Aid Kit in Waterproof Dry Sack Emergency Supplies 100 Pieces","ASR Outdoor","Red","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Waterproof","3","7.5","(1) 100pc ASR Outdoor First Aid Kit","","0.62","5","ASROFAK100PC",""
"SON-FLASHLIGHT-BLACK","SON-FLASHLIGHT-COLORS-PARENT","ASR Outdoor Mini Plastic Key Chain Sized Emergency Flashlight w/ Lanyard Black","","","","","","","","","","","","30 Day Limited Against Defects","","","1.25","4","","","0.02","1.25","FLASHBLACK",""
"SON-FLEXIDUSTER-PARENT","","Telescopic Flexible Extending Microfiber Duster for Home and Office Cleaning","Universal Tool","","China","","THD-001","","","","","","","","","","2","10","","","0.16","2","43963",""
"SON-OTRSCMP-STD-YLLW","","ASR Outdoor Thermal Mat Heat Reflective Camping Sleeping Pad Insulated Winter Chill","ASR Outdoor","Yellow","China","","EBS-padded","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Foam","0.25","71","(1) Thermal Camping Mat","1","0.56","20","EB7158",""
"SON-FLINTWHISTLE-PARENT","","ASR Outdoor 3 in 1 Flint Rod Striker Fire Starter Whistle Orange Green Black","","","China","","","","","","","","","","","","1","7","","","0.08","3.5","",""
"SON-FOLDPOCKKNF-PARENT","","ASR Outdoor 3 Function Classic Starter Pocket Utility Multi-Tool","","","","","","5 Function Tool","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","2.5","(1) Folding Pocket Tool","","0.08","0.5","ASROORGKNF25","ASR5UTILPK"
"SON-GUNBRUSHES-18PC","","ASR Outdoor Double Sided Gun Cleaning Brushes and Pick Tools 18 Piece Set","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","9.5","(18) ASR Outdoor Gun Cleaning Tools","","0.5","4.5","ASRO18GCLS",""
"SON-GUNBRUSHES3-3PC","","ASR Outdoor Double Sided Gun Cleaning Brushes Versatile Bristles 3 Piece Set","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","0.5","6.75","(3) ASR Outdoor Gun Cleaning Brushes","","0.14","0.5","ASRO3GCLS",""
"SON-GUNBRUSHESNYL-10PC","","ASR Outdoor Double Sided Gun Cleaning Brushes Nylon Bristles 10 Piece Set","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","0.5","7","(10) ASR Outdoor Gun Cleaning Brushes","","0.14","5","ASRO1NYLGCLS",""
"SON-GUNBRUSHSET-5PC","","ASR Outdoor 5 Piece Gun Cleaning Brush And Pick Set","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","0.5","10","(1) Double-Sided Brass Brush(1) Double-Sided Copper Brush(1) Double-Sided Nylon Brush(2) Double-Sided Cleaning Picks","","0.14","4","5PCGUNBRUSHSET",""
"SON-GUNCLEANKIT-10PC","","ASR Outdoor .22 Caliber Gun Cleaning Kit Brushes Canvas Pouch 10 Piece Set","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","10","(1) 10pc ASR Outdoor Gun Cleaning Kit","","0.4","4","ASROCLK10",""
"SON-GUNCLEANKIT-14PC","","ASR Outdoor Gun Cleaning Kit Brass Punches Brushes Canvas Pouch 14 Piece Set","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","10","(1) 14pc ASR Outdoor Gun Cleaning Kit","","0.7","5","ASROCLK14P",""
"SON-GUNCLEANKIT-15PC","","ASR Outdoor 15pc Hand Gun Pistol Cleaning Tool Kit .357 .40 .45 Caliber","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","4.1","8","(1) 15pc ASR Outdoor Gun Cleaning Kit","","3","7","ASROCLK15P2",""
"SON-GUNCLEANKIT-24PC","","24 Piece Set ASR Outdoor Gun Cleaning Kit Brass Punches Brushes and Patches","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","10","(1) 24pc ASR Outdoor Gun Cleaning Kit","","0.72","5","24PASROCLK",""
"SON-GUNCLEANPATCHKIT-15PC","","ASR Outdoor 15 Piece Gun Cleaning Brush And Pick Set With Cleaning Patches","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","0.5","10","(1) Double-Sided Brass Brush(1) Double-Sided Copper Brush(1) Double-Sided Nylon Brush(2) Double-Sided Cleaning Picks(10) Gun Cleaning Patches","","0.601","4","15PCGUNKITWPATCHES",""
"SON-GUNROPE-PARENT","","ASR Outdoor Compact Rope Gun Cleaning Tool (4 Caliber Sizes)","ASR Outdoor","","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Rope","1","4","(1) ASR Outdoor Gun Cleaning Rope","","0.08","1","",""
"SON-HANGWORKLIGHT-ORG","","Universal Tool Hanging Hook Work Light 400 Lumen Dual COB LEDs Magnetic Base","Universal Tool","Orange","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2.5","8.5","(1) Universal Tool Hanging Work Light","","0.32","3","UTHWRKLMBORG",""
"SON-HAWKBILLKNIFE-DCNV","SON-HAWKBILLKNIFE-PARENT","ASR Outdoor Hawkbill Style Folding Knife Digital Camo Navy Blue Pocket Blade","ASR Outdoor","Blue","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Stainless Steel","0.5","5","(1) ASR Outdoor Hawkbill Style Pocket Knife - Digital Camo Navy Blue","","0.25","2","ASROHBSFK-DCNV",""
"SON-HEADLAMP-FL8213-30W","","ASR Outdoor Rechargeable Adjustable 2250 Lumen LED Headlamp Four-Stage Switch","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","5","10.5","(1) Head Lamp
(1) Micro USB Chargeing Cable
(2) Rechargable Batteries","","0.68","7","RLEDHL",""
"SON-HSSSBAM-2PC-SLVR","","2pc Mini High Speed Steel Saw Blade And Mandrel 1/4 Inch Arbor Size .8mm","","Silver","China","","2MHSB-1","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","3","*(1) High Speed Saw Blade*(1) Mandrels","","0.1","1","2MHSB-1",""
"SON-HSSSBAM-2PC-SLVR-IR-TT","","ToolTreaux High Speed Alloy Steel Circular Saw Blade Woodcutting Hobby Tool","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","3","","","0.1","1","TTCIRCSWBLD1",""
"SON-ICE-TEMPERED-SCISSOR-PARENT","","ToolTreaux Tempered Stainless Steel Barber Scissors Hair Cut Shears","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","0.01","7.5","","","0.08","3","TT75SHRS1",""
"SON-ICE-TEMPERED-SCISSOR-SP104","","Universal Tool Ice Tempered S Steel Salon Hairdressing Barber Scissor 6.5 inch","Universal Tool","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Stainless Steel","0.01","6.5","(1) Scissor","","0.08","3","ITSBS5",""
