"sku","parent.sku","name","battery_included_ebay","blade_color_ebay","blade_type_ebay","closure_amazon","coarseness","compatible_model","compatible_devices_amazon","cut","finish_type_amazon","for_gun_make","form","gender","gun_type_ebay","hair_type_amazon","room","season","size","size_ebay","skin_type_amazon","tang_ebay","thickness","head_material_type_amazon"
"SON-SSSWCTS-7PC","SON-SSDESWCT-PARENT","Universal Tool Spatula Wax Carver Ceramic Pottery Double Ended Tool Set, 7pc","","","","","","","","","","","","Unisex","","","","","7 Piece","","","","",""
"ALI-PINCHBOWL-SMALL-1INCH-2PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowls Ramekin Kitchen Essential, 2pc","","","","","","","","","","","","unisex","","","","","2.25 inch","","","","",""
"ALI-PINCHBOWL-SMALL-1INCH-4PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowls Ramekin Kitchen Essential, 4pc","","","","","","","","","","","","unisex","","","","","2.25 inch","","","","",""
"ALI-PINCHBOWL-SMALL-1INCH-8PC","4SN-PINCHBOWL-47332-PARENT","Beille Cooking Baking Supplies Glass Pinch Bowl Ramekin Kitchen Essential, 8pc","","","","","","","","","","","","unisex","","","","","2.25 inch","","","","",""
"ALUMCASE-CONTAINERS-12PC","ALUMCASE-CONTAINERS-PARENT","12pc Jewelery and Crafting Small Aluminum Container Jars","","","","","","","","","","","","Unisex","","","","","12pc","","","","",""
"ALUMCASE-CONTAINERS-15PC","ALUMCASE-CONTAINERS-PARENT","Universal Hobby Aluminum Storage Display Container Set & Case (Various Packs)","","","","","","","","","","","","Unisex","","","","","15pc","","","","",""
"ALUMCASE-CONTAINERS-20PC","ALUMCASE-CONTAINERS-PARENT","Universal Hobby Aluminum Storage Display Container Set Case (Various Packs)","","","","","","","","","","","","Unisex","","","","","20pc","","","","",""
"ASR-11ISBCCMTWCC-100PC-SML-BLCK","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor Black 11 in 1 Multi Function Credit Card Sized Tool - 100 Pack","","","","","","","","","","","","","","","","","100 Pack","","","","",""
"ASR-11ISBCCMTWCC-10PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor 11 in 1 Multi Function Black Credit Card Sized Tool - 10 Pack","","","","","","","","","","","","","","","","","10 Pack","","","","",""
"ASR-11ISBCCMTWCC-20PC-SML-BLCK","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor Black 11 in 1 Multi Function Credit Card Sized Tool - 20 Pack","","","","","","","","","","","","","","","","","20 Pack","","","","",""
"ASR-11ISBCCMTWCC-50PC-SML-BLCK","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor 11 in 1 Multi Function Black Credit Card Sized Tool - 50 Pack","","","","","","","","","","","","","","","","","50 Pack","","","","",""
"ASR-11ISBCCMTWCC-5PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","ASR Outdoor 11 in 1 Multi Function Black Credit Card Sized Tool - 5 Pack","","","","","","","","","","","","","","","","","5 Pack","","","","",""
"ASR-11ISCCMTWCC-100PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(100 Pack)  Outdoor 11 in 1 Multi Function Credit Card Sized Tool","","","","","","","","","","","","Unisex","","","","","100 Pack","","","","",""
"ASR-11ISCCMTWCC-10PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(10 Pack) ASR Outdoor 11 in 1 Multi Function Credit Card Sized Tool","","","","","","","","","","","","","","","","","10 Pack","","","","",""
"ASR-11ISCCMTWCC-20PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(20 Pack) ASR Outdoor 11 in 1 Multi Function Credit Card Sized Tool","","","","","","","","","","","","","","","","","20 Pack","","","","",""
"ASR-11ISCCMTWCC-50PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(50 Pack) ASR Outdoor 11 in 1 Multi Function Credit Card Sized Tool","","","","","","","","","","","","","","","","","50 Pack","","","","",""
"ASR-11ISCCMTWCC-5PC-SML-SLVR","SON-CREDITCARDSURVIVALTOOL-PARENT","(5 Pack) ASR Outdoor 11 in 1 Multi Function Credit Card Sized Tool","","","","","","","","","","","","","","","","","5 Pack","","","","",""
"ASR-550LBSSSPRWC100FT-BUN-100PK-100FT","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Woodland Camo - 100ft","","","","","","","","","","","","Unisex","","","","","100ft","","","","",""
"ASR-550LBSSSPRWC500FT-BUN-500PK-500FT","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Woodland Camo - 500ft","","","","","","","","","","","","Unisex","","","","","500ft","","","","",""
"ASR-550LBSSSPRWC50FT-50FT","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Woodland Camo - 50ft","","","","","","","","","","","","Unisex","","","","","50ft","","","","",""
"ASR-AOBSCWBB-BUN-8PK-SML-BLCK","ASR-AOBSCWBB-PARENT","ASR Outdoor 8 Pack Utility Stretch Shock Cord Plastic Ball Cord Camping Gear, Black","","","","","","","","","","","","Unisex","","","","","8 Pack","Multipack","","","",""
"ASR-AOCEP-BUN-4PK-U-CLR","SON-PONCHOSET-PARENT","(4 Pack) ASR Outdoor Clear Rain Poncho with Hood for Emergency Survival Camping Gear","","","","","","","","","","","","Unisex","","","","","Universal","","","","",""
"ASR-AOSBPRBS500FT-BUN-500PK-500F-BLCK","SON-550PARACORDROPE-PARENT","Survival Black Paracord Rope Breaking Point 550 Pounds - 500 ft","","","","","","","","","","","","Unisex","","","","","500 feet","","","","",""
"ASR-AOSOGPRBS500FT-BUN-500PK-500F-OLVDRB","SON-550PARACORDROPE-PARENT","Survival OD Green Paracord Rope Breaking Point 550 Pounds - 500 ft","","","","","","","","","","","","Unisex","","","","","500 feet","","","","",""
"ASR-ASRGLASSDRAMADDITION-2","SON-144PCGLASSVIALS-PARENT","144pk 1 1/3 Dram Small Glass Vials with Screw On Cap, Hobby and Craft Lab Sample Vial Set","","","","","","","","","","","","Unisex","","","","","1 1/3 Dram","","","","",""
"ASR-ASROUTDOORBLACKSTRETCH","ASR-AOBSCWBB-PARENT","ASR Outdoor Black Stretch Shock Cord Plastic Ball Utility Cord Camping Tool 100pk","","","","","","","","","","","","Unisex","","","","","100 Pack","","","","",""
"ASR-ASROUTDOORBLACKSTRETCH-2","ASR-AOBSCWBB-PARENT","ASR Outdoor Black Stretch Shock Cord Plastic Ball Utility Cord Camping Tool 25pk","","","","","","","","","","","","Unisex","","","","","25 Pack","Multipack","","","",""
"ASR-ASROUTDOORBLACKSTRETCH-25","ASR-AOBSCWBB-PARENT","ASR Outdoor 25 Pack Utility Stretch Shock Cord Plastic Ball Cord Camping Gear, Black","","","","","","","","","","","","Unisex","","","","","25 Pack","Multipack","","","",""
"ASR-ASROUTDOORBLUEEMERGENCY-4PK-2","SON-PONCHOSET-PARENT","ASR Outdoor Emergency Poncho Blue Polyethylene Rain Gear Camping One Size","","","","","","","","","","","","Unisex","","","","","Universal","","","","",""
"ASR-CARABINERSKEEPKEYSDIFFERENT","SON-CARABINERKEYCHAIN-PARENT","Colored Aluminum Carabiner Keychain Spring Clip Small - 10 Pack","","","","","","","","","","","","Unisex","","","","","10 Pack","","","","",""
"ASR-CARABINERSKEEPKEYSDIFFERENT-2","SON-CARABINERKEYCHAIN-PARENT","Colored Aluminum Carabiner Keychain Spring Clip Small - 6 Pack","","","","","","","","","","","","Unisex","","","","","6 Pack","","","","",""
"ASR-CARABINERSKEEPKEYSDIFFERENT-3","SON-CARABINERKEYCHAIN-PARENT","Colored Aluminum Carabiner Keychain Spring Clip Small - 4 Pack","","","","","","","","","","","","Unisex","","","","","4 Pack","","","","",""
"ASR-CARABINERSKEEPKEYSDIFFERENT-4","SON-CARABINERKEYCHAIN-PARENT","Colored Aluminum Carabiner Keychain Spring Clip Small - 8 Pack","","","","","","","","","","","","Unisex","","","","","8 Pack","","","","",""
"ASR-COTTERPIN-10PK","ASR-COTTERPIN-PARENT","ASR Tactical Replacement Safety Pin for Trip Wire Perimeter Alarm Signal Device (Pin Only) - 10 Pack","","","","","","","","","","","","unisex","","","","","10-Pack","10-Pack","","","",""
"ASR-COTTERPIN-25PK","ASR-COTTERPIN-PARENT","ASR Tactical Replacement Safety Pin for Trip Wire Perimeter Alarm Signal Device (Pin Only)  - 25 Pack","","","","","","","","","","","","unisex","","","","","25-Pack","25-Pack","","","",""
"LST-DIECASTCARSET-25PC","LST-DIECASTCARSET-PARENT","KidPlay Action Toy Diecast Race Car Vehicle Play Set - 25pc","","","","","","","","","","","","unisex","","","","","25 Piece Race Cars","","","","",""
"SON-AO125IGPSSFGP-LG-GRN","SON-SANDSCOOPER-PARENT","ASR Outdoor 12.5 Inch Large Sand Scoop Plastic Trowel for Metal Detector Gold Panning, Green","","","","","","","","","","","","Unisex","","","","","Large","","","","",""
"SON-12UCZTW8MM-100PC","SON-100PKZIPTIES-PARENT","100pk Universal Utility Cable Zip Ties White 12 Inch X 8 mm","","","","","","","","","","","","Unisex","","","","","8mm","","","","",""
"SON-100FTGNGPR550LBS-100FT-NNGRN","SON-550PARACORDROPE-ASRO-PARENT","100ft Neon Green Glowing Paracord Rope 550lbs Breaking Strength Survival Cord","","","","","","","","","","","","Unisex","","","","","100ft","","","","",""
"NPT-BEEDBK-2PC","NPT-ANIMALHUNTINGKNIFE-PARENT","ASR Outdoor Collectible Black Eagle Etched Dagger Knife","","Silver","Straightback","","","","","","","","","Male","","","","","13.5in","","","Hidden","",""
"NPT-135CKWAEFSAH-135","NPT-ANIMALHUNTINGKNIFE-PARENT","13.5"" American Eagle & Flag Collector Hunting Knife with Scabbard & Etched Blade","","","","","","","","","","","","Male","","","","","13.5in","","","","",""
"ASR-GRIPREDKEEPSPORTING","CARABINER-JUMBO-PARENT","(2 Pack) ASR Outdoor Jumbo 6.5 Inch XL Key Chain Hand Grip Black and Silver","","","","","","","","","","","","Unisex","","","","","Jumbo","","","","",""
"ASR-GRIPREDKEEPSPORTING-2","CARABINER-JUMBO-PARENT","(2 Pack) Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip - Pink and Black","","","","","","","","","","","","unisex","","","","","Jumbo","","","","",""
"ASR-HWW8HPS-BUN-100PK-SML","ASR-HWW8HPS-BUN-PARENT","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors (100 Pack)","","","","","","","","","","","","Unisex","","","","","100 Pack","","","","",""
"ASR-HWW8HPS-BUN-10PK-SML","ASR-HWW8HPS-BUN-PARENT","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors (10 Pack)","","","","","","","","","","","","Unisex","","","","","10 Pack","","","","",""
"ASR-HWW8HPS-BUN-25PK-SML","ASR-HWW8HPS-BUN-PARENT","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors (25 Pack)","","","","","","","","","","","","Unisex","","","","","25 Pack","","","","",""
"ASR-HWW8HPS-BUN-50PK-SML-ORNG","ASR-HWW8HPS-BUN-PARENT","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors (50 Pack)","","","","","","","","","","","","Unisex","","","","","50 Pack","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-100FT-8","TWL-HMPE260-KEVLARCORD-ATAC-PARENT","ASR Tactical Braided HMPE Cord 260lb Strength Survival Cord Rope, 100ft Black","","","","","","","","","","","","","","","","","100 ft","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-13","TWL-HMPE260-KEVLARCORD-BLK-PARENT","ASR Outdoor HMPE 260LB Utility Cord, Multipurpose Braided Line, 25ft Black","","","","","","","","","","","","","","","","","25 feet","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-15","TWL-HMPE260-KEVLARCORD-BLK-PARENT","ASR Outdoor HMPE 260LB Utility Cord, Multipurpose Braided Line, 100ft Black","","","","","","","","","","","","","","","","","100 feet","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-21","TWL-HMPE260-KEVLARCORD-BLK-PARENT","ASR Outdoor HMPE 260LB Utility Cord, Multipurpose Braided Line, 500ft Black","","","","","","","","","","","","","","","","","500 feet","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-7","TWL-HMPE260-KEVLARCORD-ATAC-PARENT","ASR Tactical Braided HMPE Cord 260lb Strength Survival Cord Rope, 25ft Black","","","","","","","","","","","","","","","","","25 ft","","","","",""
"ASR-KEVLARSTRENGTHSURVIVALBLACK-9","TWL-HMPE260-KEVLARCORD-ATAC-PARENT","ASR Tactical Braided HMPE Cord 260lb Strength Survival Cord Rope, 500ft Black","","","","","","","","","","","","","","","","","500 ft","","","","",""
"ASR-LBSSTRENGTHSURVIVALPARACORD","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Desert Camo - 500ft","","","","","","","","","","","","Unisex","","","","","500ft","","","","",""
"ASR-LBSSTRENGTHSURVIVALPARACORD-2","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Desert Camo - 25ft","","","","","","","","","","","","Unisex","","","","","25ft","","","","",""
"ASR-LBSSTRENGTHSURVIVALPARACORD-3","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope Desert Camo - 50ft","","","","","","","","","","","","Unisex","","","","","50ft","","","","",""
"ASR-MSFEW-BUN-4PK","SON-FLOATWHISTLE-PARENT","(4 Pack) Marine Safety Loud Floating Emergency Whistle for Boating Survival Kits","","","","","","","","","","","","Unisex","","","","","4 Pack","","","","",""
"ASR-MSFEW-BUN-72PK","SON-FLOATWHISTLE-PARENT","(72 Pack) Marine Safety Loud Floating Emergency Whistle for Boating Survival Kits","","","","","","","","","","","","Unisex","","","","","72 Pack","","","","",""
"ASRO-PARABRACEBUCKLE-MULTI-12PK","ASRO-PARABRACEBUCKLE-PARENT","(12 Pack) ASR Outdoor Paracord Bracelet Buckle Set Multi-Color (20mm .75 Inch)","","","","","","","","","","","","Unisex","","","","","12 Pack","","","","",""
"ASRO-PARABRACEBUCKLE-MULTI-24PK","ASRO-PARABRACEBUCKLE-PARENT","(24 Pack) ASR Outdoor Paracord Bracelet Buckle Set Multi-Color (20mm .75 Inch)","","","","","","","","","","","","Unisex","","","","","24 Pack","","","","",""
"ASRO-PARABRACEBUCKLE-MULTI-48PK","ASRO-PARABRACEBUCKLE-PARENT","(48 Pack) ASR Outdoor Paracord Bracelet Buckle Set Multi-Color (20mm .75 Inch)","","","","","","","","","","","","Unisex","","","","","48 Pack","","","","",""
"ASRO-PARABRACEBUCKLE-MULTI-96PK","ASRO-PARABRACEBUCKLE-PARENT","(96 Pack) ASR Outdoor Paracord Bracelet Buckle Set Multi-Color (20mm .75 Inch)","","","","","","","","","","","","Unisex","","","","","96 Pack","","","","",""
"ASRO-TECHNORA-950-ROPE-NATURAL-100FT","ASRO-TECHNORA-950-ROPE-NATURAL-PARENT","ASR Outdoor Braided Technora 950lb Emergency Survival Cord Rope, Natural 100 feet","","","","","","","","","","","","","","","","","100ft","","","","",""
"ASRO-TECHNORA-950-ROPE-NATURAL-200FT","ASRO-TECHNORA-950-ROPE-NATURAL-PARENT","ASR Outdoor Braided Technora 950lb Emergency Survival Cord Rope, Natural 200 feet","","","","","","","","","","","","","","","","","200ft","","","","",""
"ASRO-TECHNORA-950-ROPE-NATURAL-25FT","ASRO-TECHNORA-950-ROPE-NATURAL-PARENT","ASR Outdoor Braided Technora 950lb Emergency Survival Cord Rope, Natural 25 feet","","","","","","","","","","","","","","","","","25ft","","","","",""
"ASRO-TECHNORA-950-ROPE-NATURAL-500FT","ASRO-TECHNORA-950-ROPE-NATURAL-PARENT","ASR Outdoor Braided Technora 950lb Emergency Survival Cord Rope, Natural 500 feet","","","","","","","","","","","","","","","","","500ft","","","","",""
"ASRO-TECHNORA-950-ROPE-NATURAL-50FT","ASRO-TECHNORA-950-ROPE-NATURAL-PARENT","ASR Outdoor Braided Technora 950lb Survival Rope - Natural 50ft","","","","","","","","","","","","","","","","","50ft","","","","",""
"ASR-PBBSB15MM5I-BUN-12PC-2PK-15MM-BLCK","ASRO-PARABRACEBUCKLE-PARENT","(24 Pack) ASR Outdoor Paracord Bracelet Buckle Set Black 15mm .5 Inch","","","","","","","","","","","","Unisex","","","","","24 Pack","","","","",""
"ASR-PBBSB15MM5I-BUN-12PC-4PK-15MM-BLCK","ASRO-PARABRACEBUCKLE-PARENT","(48 Pack) ASR Outdoor Paracord Bracelet Buckle Set Black 15mm .5 Inch","","","","","","","","","","","","Unisex","","","","","48 Pack","","","","",""
"ASR-PBBSB15MM5I-BUN-12PC-8PK-15MM-BLCK","ASRO-PARABRACEBUCKLE-PARENT","(96 Pack) ASR Outdoor Paracord Bracelet Buckle Set Black 15mm .5 Inch","","","","","","","","","","","","Unisex","","","","","96 Pack","","","","",""
"ASR-PBBSB15MM5I-BUN-20MM-BLCK-12PK","ASRO-PARABRACEBUCKLE-PARENT","(12 Pack) ASR Outdoor Paracord Bracelet Buckle Set Black 20mm .75 Inch","","","","","","","","","","","","Unisex","","","","","12 Pack","","","","",""
"ASR-PBBSB15MM5I-BUN-20MM-BLCK-24PK","ASRO-PARABRACEBUCKLE-PARENT","(24 Pack) ASR Outdoor Paracord Bracelet Buckle Set Black 20mm .75 Inch","","","","","","","","","","","","Unisex","","","","","24 Pack","","","","",""
"ASR-PBBSB15MM5I-BUN-20MM-BLCK-48PK","ASRO-PARABRACEBUCKLE-PARENT","(48 Pack) ASR Outdoor Paracord Bracelet Buckle Set Black 20mm .75 Inch","","","","","","","","","","","","Unisex","","","","","48 Pack","","","","",""
"ASR-PBBSB15MM5I-BUN-20MM-BLCK-96PK","ASRO-PARABRACEBUCKLE-PARENT","(96 Pack) ASR Outdoor Paracord Bracelet Buckle Set Black 20mm .75 Inch","","","","","","","","","","","","Unisex","","","","","96 Pack","","","","",""
"ASR-PENFLEXIBLEWRITINGTOOL","SHM-PRISONPENSMULTI-PARENT","(5 Pack) Mental Health Non-Lethal Flexible Ball Point Pen, Black","","","","","","","","","","","","","","","","","5 Pack","","","","",""
"ASR-PENFLEXIBLEWRITINGTOOL-25","SHM-PRISONPENSMULTI-PARENT","(25 pack) Mental Health Non-Lethal Flexible Ball Point Pen, Black","","","","","","","","","","","","","","","","","25 Pack","","","","",""
"NPT-52AOMBWSSB-BLCK","NPT-PARACORDBELT-PARENT","ASR Outdoor Universal Fit Black Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch","","","","","","","","","","","","","","","","","","","","","",""
"NPT-52IAOMB-52E-GRN","NPT-PARACORDBELT-PARENT","ASR Outdoor Universal Fit Green Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch","","","","","","","","","","","","","","","","","","","","","",""
"NPT-52IAOMBSSBT-LG-TN","NPT-PARACORDBELT-PARENT","ASR Outdoor Universal Fit Tan Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch","","","","","","","","","","","","male","","","","","52""","","","","",""
"ASR-PRDC100FT-100PK-100FT-DSRTCM","SON-550PARACORDROPE-ASRO-PARENT","ASR Outdoor Survival Paracord Rope Camping Hiking Desert Camo- 100ft","","","","","","","","","","","","Unisex","","","","","100ft","","","","",""
"ASR-SAFETYFLOATINGEMERGENCY-BUN","SON-FLOATWHISTLE-PARENT","(36 Pack) Marine Safety Loud Floating Emergency Whistle for Boating Survival Kits","","","","","","","","","","","","Unisex","","","","","36 Pack","","","","",""
"ASR-TCSR600LBBS500FTB-BUN-500PK-500FT-BL","ASRO-TECHNORA-600LB-BLACK-PARENT","ASR Outdoor Technora Composite Survival Rope 600lb Breaking Strength 500ft Black","","","","","","","","","","","","","","","","","500ft","","","","",""
"SON-7IN1SURVIVALWHISTLE-ODGRN","SON-7IN1SURVIVALWHISTLE-PARENT","7 in 1 Survival Whistle Multi-Case with LED Flashlight Compass Mirror - Green","","","","","","","","","","","","Unisex","","","","","Single","7 in 1","","","",""
"NPT-14IDWDOCK-2PC","NPT-ANIMALHUNTINGKNIFE-PARENT","14 Inch Ornamental Wolf Dagger Decorative Collectors Knife Outdoor Hunting","","Silver","Straightback","","","","","","","","","Male","","","","","13.5in","","","Hidden","",""
"CARABINER-6PK-BLACK-JM","CARABINER-6PK-PARENT","ASR Outdoor 6 Pack Black Jumbo Aluminum Carabiner Hiking Cushion Grip 7 inch","","","","","","","","","","","","Unisex","","","","","Jumbo","","","","",""
"CARABINER-6PK-BLACK-LG","CARABINER-6PK-PARENT","ASR Outdoor 6-Pack Large Aluminum Carabiner Spring Clip Keychain Black 3.25 inch","","","","","","","","","","","","Unisex","","","","","Large","","","","",""
"CARABINER-6PK-BLACK-MED","CARABINER-6PK-PARENT","ASR Outdoor 6-Pack Medium Carabiner Spring Clip Keychain, Black 2.75 inch","","","","","","","","","","","","Unisex","","","","","Medium","","","","",""
"CARABINER-6PK-BLACK-SM","CARABINER-6PK-PARENT","ASR Outdoor 6-Pack Small Aluminum Carabiner Spring Clip Keychain, Black 1.5 inch","","","","","","","","","","","","Unisex","","","","","Small","","","","",""
